Parcel,Property Address,Community Area,Type,Class,Land Code,Land Use,Acreage,Zoning,Bldg Count,Yr Blt,Improvement Use,Imp Area,Reception Number,Sale Date,Sale Price,Parcels Sold,Assessor Sale Comment
6402203022,2326 ZANE PL,VILLAGE SEVEN,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,R1-6,1,1967,FRAME AVERAGE QUALITY,"1,287",214074752,8/18/14,"195,000",1,Good sale; verified
6402204031,2015 BRYANT AVE,VILLAGE SEVEN,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,R1-6,1,1964,FRAME AVERAGE QUALITY,"1,496",214075077,8/19/14,"220,000",1,Good sale; verified
6402204052,4030 N LORING CIR,VILLAGE SEVEN,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.23,R1-6,1,1964,MASONRY AVERAGE QUALITY,"1,427",214074671,8/18/14,"208,000",1,Good sale; verified; Estate Sale
6402204142,2211 E GREENWICH CIR,VILLAGE SEVEN,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,R1-6,1,1967,MASONRY AVERAGE QUALITY,"1,585",214098047,10/24/14,"247,000",1,Good sale; verified
6402215202,1923 N ACADEMY BLVD,VILLAGE SEVEN,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.02,PUD,1,1970,TOWNHOUSE,650,214074894,8/19/14,"115,500",1,Good sale; verified
6402215231,3814 CONSTITUTION AVE,VILLAGE SEVEN,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD,1,1970,TOWNHOUSE,780,214074577,8/18/14,"129,900",1,Good sale; verified
6402219017,2120 ACADEMY CIR,VILLAGE SEVEN,NON-RESIDENTIAL,Commercial,2145,COMMERCIAL CONDO,0.00,OC,1,1981,COMMERCIAL CONDO,784,214072959,8/13/14,"40,000",1,Cannot Verify; no TD1000
6402402066,1625 N MURRAY BLVD # 109,RUSTIC HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1968,CONDOMINIUM UNIT,"1,040",214092772,10/9/14,"56,500",1, 
6402402066,1625 N MURRAY BLVD # 109,RUSTIC HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1968,CONDOMINIUM UNIT,"1,040",214092616,10/9/14,"56,500",1,Good sale; verified; Adjusted; may dif. w/doc fee
6402402068,1625 N MURRAY BLVD # 108,RUSTIC HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1968,CONDOMINIUM UNIT,704,214087511,9/25/14,"37,000",1,Good sale; verified
6402402082,1625 N MURRAY BLVD # 122,RUSTIC HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1968,CONDOMINIUM UNIT,600,214074004,8/15/14,"68,000",1,Good sale; verified
6403107071,2085 SUSSEX LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD,1,1978,TOWNHOUSE,918,214072491,8/11/14,"151,000",1,Good sale; verified
6403107072,2083 SUSSEX LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD,1,1978,TOWNHOUSE,892,214076510,8/22/14,"159,900",1,Good sale; verified
6403107075,2077 SUSSEX LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD,1,1978,TOWNHOUSE,892,214074313,8/18/14,"160,900",1,Good sale; verified
6403107106,2017 SUSSEX LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,PUD,1,1978,TOWNHOUSE,918,214094397,10/15/14,"152,750",1,Good sale; verified
6403109014,2129 ESSEX LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6,1,1963,MASONRY AVERAGE QUALITY,"1,432",214083393,9/12/14,"146,500",1,Good sale; verified
6403109018,2119 ESSEX LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6,1,1963,FRAME AVERAGE QUALITY,"1,256",214099738,10/30/14,"178,400",1,Good sale; verified
6403111025,2102 TESLA DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1963,MASONRY AVERAGE QUALITY,"1,140",214084245,9/16/14,"192,500",1,Good sale; verified
6403111027,2023 WYNKOOP DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1962,FRAME AVERAGE QUALITY,"1,103",214069788,8/4/14,"175,000",1,Good sale; verified
6403206037,2916 DRAKESTONE DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1958,FRAME AVERAGE QUALITY,"1,145",214089279,9/30/14,"210,000",1,Good sale; verified
6403207011,2315 MARLBOROUGH RD,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,R1-6,1,1960,MASONRY AVERAGE QUALITY,"1,887",214083116,9/12/14,"275,000",1,Good sale; verified
6403208006,2309 KENT LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1961,FRAME AVERAGE QUALITY,"1,373",214085589,9/19/14,"215,000",1,Good sale; verified
6403210007,3025 DRAKESTONE DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,R1-6,1,1958,MASONRY GOOD QUALITY,"2,115",214088344,9/29/14,"245,000",1,Good sale; verified
6403219018,2017 COLLIER AVE,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6,1,1959,MASONRY AVERAGE QUALITY,"1,178",214074310,8/18/14,"180,000",1,Good sale; verified
6403219019,2013 COLLIER AVE,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6,1,1959,FRAME AVERAGE QUALITY,"1,201",214095780,10/20/14,"154,900",1,Good sale; verified
6403220012,2010 CARLTON AVE,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6,1,1960,MASONRY AVERAGE QUALITY,"1,440",214093198,10/10/14,"214,900",1,Good sale; verified
6403222007,2019 DOWNING DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6,1,1955,FRAME AVERAGE QUALITY,"1,013",214095687,10/17/14,"166,900",1,Good sale; verified
6403223013,2012 DOWNING DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6,1,1955,FRAME AVERAGE QUALITY,"1,013",214099753,10/30/14,"175,000",1,Family/In-House transfer
6403301008,1917 CARLTON AVE,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1959,MASONRY AVERAGE QUALITY,"1,194",214071923,8/8/14,"159,450",1,Good sale; verified
6403301009,1913 CARLTON AVE,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1959,MASONRY AVERAGE QUALITY,"1,514",214076398,8/22/14,"212,000",1,Good sale; verified
6403303017,1908 SNYDER AVE,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6,1,1961,MASONRY AVERAGE QUALITY,"1,126",214083835,9/15/14,"156,000",1,Good sale; verified; Estate Sale
6403306012,1920 TRENT AVE,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,R1-6,1,1951,FRAME AVERAGE QUALITY,"1,155",214080842,9/4/14,"85,000",1,Good sale; verified
6403310010,1929 N CIRCLE DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6,1,1958,FRAME AVERAGE QUALITY,"1,215",214096703,10/21/14,"135,000",1,Good sale; verified
6403312025,2846 MERRY LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6,1,1955,FRAME AVERAGE QUALITY,984,214072640,8/12/14,"174,000",1,Good sale; verified; Changes not yet assessed
6403313001,2899 MERRY LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1955,FRAME AVERAGE QUALITY,984,214071445,8/8/14,"199,000",1,Good sale; verified
6403313010,2863 MERRY LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6,1,1955,FRAME AVERAGE QUALITY,984,214069535,8/4/14,"146,500",1,Good sale; verified
6403313018,1622 HAPPINESS DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6,1,1956,FRAME AVERAGE QUALITY,984,214076576,8/22/14,"145,000",1,Good sale; verified
6403315006,1723 BATES DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6,1,1957,FRAME AVERAGE QUALITY,975,214096290,10/20/14,"155,000",1,Good sale; verified
6403316002,1723 HOLMES DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1958,FRAME AVERAGE QUALITY,"1,027",214071715,8/8/14,"139,400",1,Good sale; verified
6403317043,1606 QUERIDA DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15, , , , , ,214085772,9/19/14,"137,000",1,Exempt or Partially Exempt
6403317044,1606 QUERIDA DR, ,RESIDENTIAL,Residential,1189,IMP. ONLY ON RES. LAND,0.00, ,1,1958,FRAME AVERAGE QUALITY,"1,300",214085772,9/19/14,"137,000",1,Exempt or Partially Exempt
6403320006,1520 DIANA LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,R1-6,1,1955,FRAME AVERAGE QUALITY,960,214078922,8/29/14,"184,900",1,Good sale; verified
6403401004,1935 SUSSEX LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,R1-6,1,1963,FRAME AVERAGE QUALITY,"1,163",214097705,10/24/14,"152,500",1,Good sale; verified
6403401007,1923 SUSSEX LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1963,FRAME AVERAGE QUALITY,"1,028",214085617,9/19/14,"166,000",1,Good sale; verified
6403402021,1902 SUSSEX LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,R1-6,1,1963,FRAME AVERAGE QUALITY,"1,213",214093782,10/14/14,"152,000",1,Good sale; verified
6403404007,1933 ESSEX LN,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6,1,1962,FRAME AVERAGE QUALITY,"1,201",214087950,9/26/14,"142,200",1,Good sale; verified; Estate Sale
6403413011,1715 AUBURN DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6,1,1960,FRAME AVERAGE QUALITY,"1,140",214069105,8/1/14,"188,000",1,Good sale; verified
6403414033,1518 AUBURN DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6,1,1962,FRAME AVERAGE QUALITY,"1,128",214098358,10/27/14,"123,000",1,"REO,Gvmt,FinInst,Short,PreFC"
6403415023,1615 WYNKOOP DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1961,FRAME AVERAGE QUALITY,960,214096000,10/20/14,"125,000",1,Good sale; verified
6403415029,1602 TESLA DR,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1961,FRAME AVERAGE QUALITY,"1,175",214074714,8/18/14,"174,000",1,Good sale; verified
6403417001,3413 E LA SALLE ST,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.23,R1-6,1,1959,FRAME AVERAGE QUALITY,982,214085108,9/18/14,"109,000",1,Good sale; verified
6403417004,1726 N CHELTON RD,PALMER PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1959,FRAME AVERAGE QUALITY,"1,022",214075630,8/20/14,"122,000",1,Good sale; verified
6404102026,2471 CLARKSON DR,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1959,FRAME AVERAGE QUALITY,"1,161",214090149,10/2/14,"142,000",1,Good sale; verified
6404103005,2458 CLARKSON DR,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.26,R1-6,1,1959,FRAME AVERAGE QUALITY,"1,464",214080925,9/5/14,"183,000",1,Good sale; verified
6404103023,2606 SUMMIT DR,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.25,R1-6,1,1957,MASONRY AVERAGE QUALITY,"1,335",214082278,9/9/14,"250,000",1,Good sale; verified
6404105016,2234 MCARTHUR AVE,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,R1-6,1,1957,MASONRY AVERAGE QUALITY,"1,173",214097155,10/22/14,"185,000",1,Good sale; verified; Estate Sale
6404105019,2237 PATRICIAN WAY,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,R1-6,1,1958,FRAME AVERAGE QUALITY,"2,155",214080335,9/3/14,"175,000",1,Good sale; verified
6404107015,2243 AFTON WAY,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,R1-6,1,1958,MASONRY AVERAGE QUALITY,"1,278",214074202,8/15/14,"189,900",1,Good sale; verified
6404109024,2508 FAIRMOUNT ST,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.24,R1-6,1,1968,MASONRY AVERAGE QUALITY,"1,626",214084839,9/17/14,"175,900",1,Good sale; verified; Estate Sale
6404110010,2235 CLARKSON DR,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,R1-6,1,1959,MASONRY AVERAGE QUALITY,"1,113",214098976,10/28/14,"180,000",1,Good sale; verified; Estate Sale
6404111024,2122 CLARKSON DR,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,R1-6,1,1961,MASONRY AVERAGE QUALITY,"1,174",214072735,8/12/14,"168,000",1,Good sale; verified
6404113019,2115 LOCKHAVEN DR,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,R1-6,1,1961,MASONRY AVERAGE QUALITY,"1,663",214096339,10/21/14,"185,000",1,Good sale; verified; Estate Sale
6404114004,2138 AFTON WAY,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1959,FRAME AVERAGE QUALITY,"1,170",214084799,9/17/14,"150,000",1,Good sale; verified
6404205015,2303 N UNION BLVD,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R2,1,1952,FRAME AVERAGE QUALITY,"1,508",214087084,9/24/14,"172,000",1,Good sale; verified
6404205019,2227 N UNION BLVD,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R2,1,1952,FRAME AVERAGE QUALITY,936,214098845,10/28/14,"129,000",1,Cannot Verify; no TD1000
6404205035,2119 N UNION BLVD,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R2,1,1952,FRAME AVERAGE QUALITY,936,214090788,10/3/14,"132,000",1,Good sale; verified
6404209033,2219 CONDOR ST,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,R1-6,1,1959,MASONRY AVERAGE QUALITY,"1,498",214089291,9/30/14,"180,000",1,Good sale; verified
6404210005,2321 MONTEAGLE ST,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,R1-6,1,1963,MASONRY AVERAGE QUALITY,"1,537",214085563,9/19/14,"148,000",1,Good sale; verified; Estate Sale
6404210026,2223 MONTEAGLE ST,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,R1-6,1,1959,MASONRY AVERAGE QUALITY,"1,947",214098602,10/27/14,"210,000",1,Good sale; verified
6404215008,2034 EAGLE VIEW DR,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1956,MASONRY AVERAGE QUALITY,"1,176",214084811,9/17/14,"210,000",1,Good sale; verified
6404304009,2006 EAGLE VIEW DR,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.23,R1-6,1,1956,FRAME AVERAGE QUALITY,"1,323",214094801,10/16/14,"155,000",1,Good sale; verified
6404312005,1530 EAGLE VIEW DR,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6,1,1959,MASONRY AVERAGE QUALITY,"1,189",214100407,10/31/14,"132,000",1,Family/In-House transfer
6404312013,1514 EAGLE VIEW DR,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6,1,1959,FRAME AVERAGE QUALITY,"1,092",214086364,9/23/14,"150,000",1,Good sale; verified
6404314018,2430 PALMER PARK BLVD UNIT C3,WASSON,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,PUD,1,1982,CONDOMINIUM UNIT,512,214095389,10/17/14,"52,500",1,Good sale; verified
6404314036,2430 PALMER PARK BLVD UNIT 209,WASSON,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,PUD,1,1982,CONDOMINIUM UNIT,772,214097041,10/22/14,"74,000",1,Good sale; verified
6404316002,1809 EAGLE VIEW DR,WASSON,RESIDENTIAL,Residential,1120,MULTI-UNITS (4-8),0.20,R4,1,1971,4 PLEX,"2,961",214085068,9/18/14,"302,000",1,Good sale; verified
6404316003,1805 EAGLE VIEW DR,WASSON,RESIDENTIAL,Residential,1120,MULTI-UNITS (4-8),0.19,R4,1,1971,4 PLEX,"3,024",214085065,9/18/14,"310,000",1,Good sale; verified
6404406011,1826 GRANT AVE,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6,1,1957,FRAME AVERAGE QUALITY,"1,275",214100541,10/31/14,"194,000",1,Good sale; verified
6404413014,1609 GRANT AVE,WASSON,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1958,FRAME AVERAGE QUALITY,"1,105",214086416,9/23/14,"144,500",1,Good sale; verified
6405104011,2463 LAFAYETTE RD,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.26,R1-6,1,1951,FRAME AVERAGE QUALITY,968,214088146,9/29/14,"114,000",1,Good sale; verified; Estate Sale
6405108004,2337 REVERE LN,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.39,R1-6,1,1951,FRAME AVERAGE QUALITY,"1,133",214095825,10/20/14,"132,000",1,Good sale; verified; Estate Sale
6405110029,2212 N MEADE AVE,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6,1,1953,FRAME AVERAGE QUALITY,"1,103",214099393,10/29/14,"174,900",1,Good sale; verified
6405111016,2306 N UNION BLVD,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1954,FRAME AVERAGE QUALITY,"1,125",214084331,9/16/14,"166,000",1,Good sale; verified
6405111032,2208 N UNION BLVD,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1954,FRAME AVERAGE QUALITY,"1,103",214071836,8/8/14,"70,000",1,Estate Sale
6405113002,1244 E MONROE ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6,1,1951,FRAME AVERAGE QUALITY,876,214089797,10/1/14,"129,500",1,Good sale; verified; Estate Sale
6405206019,2338 N EL PASO ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6,1,1949,FRAME AVERAGE QUALITY,750,214070621,8/6/14,"182,500",1,Good sale; verified
6405206024,2323 MAGELLAN ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1949,FRAME AVERAGE QUALITY,"1,095",214085631,9/19/14,"222,500",1,Good sale; verified
6405212005,2214 N EL PASO ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,R1-6,1,1954,MASONRY AVERAGE QUALITY,"1,120",214082430,9/10/14,"197,000",1,Good sale; verified; Estate Sale
6405224014,620 E FONTANERO ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,R1-6,1,1926,FRAME AVERAGE QUALITY,925,214087730,9/26/14,"144,640",1,Good sale; verified
6405302016,712 E ESPANOLA ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1951,FRAME AVERAGE QUALITY,"1,157",214094810,10/16/14,"285,000",1,Good sale; verified
6405306008,1717 N FRANKLIN ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6,1,1946,FRAME AVERAGE QUALITY,"1,353",214095812,10/20/14,"308,900",1,Good sale; verified
6405310012,1512 N FRANKLIN ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1947,FRAME AVERAGE QUALITY,966,214092432,10/9/14,"211,000",1,Good sale; verified
6405310020,1428 N FRANKLIN ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1948,FRAME AVERAGE QUALITY,"1,447",214088322,9/29/14,"500,000",1,Good sale; verified
6406103011,2407 BALBOA ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1948,FRAME AVERAGE QUALITY,"1,097",214090804,10/3/14,"190,000",1,Good sale; verified
6406104011,2408 BALBOA ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R1-6,1,1948,FRAME AVERAGE QUALITY,"1,392",214077039,8/25/14,"130,500",1,Family/In-House transfer; Estate Sale
6406118006,2118 N WAHSATCH AVE,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.31,R1-6 UV,1,1948,FRAME AVERAGE QUALITY,"1,597",214073999,8/15/14,"245,000",1,Good sale; verified
6406121003,517 E JEFFERSON ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,R1-6,1,1995,FRAME AVERAGE QUALITY,"1,230",214084416,9/16/14,"316,000",1,Good sale; verified
6406205011,2216 N CASCADE AVE,MONUMENT VALLEY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,R1-6,1,1912,FRAME AVERAGE QUALITY,"1,188",214082540,9/10/14,"366,000",1,Good sale; verified
6406205018,2227 WOOD AVE,MONUMENT VALLEY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.33,R1-6,1,1948,FRAME GOOD QUALITY,"2,106",214076309,8/22/14,"515,000",1,Good sale; verified
6406304006,1812 ALAMO AVE,MONUMENT VALLEY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.32,R1-9,1,1953,FRAME GOOD QUALITY,"2,498",214081138,9/5/14,"1,329,050",1,Good sale; verified
6406312003,11 E DEL NORTE ST,MONUMENT VALLEY,RESIDENTIAL,Residential,1115,DUPLEXES & TRIPLEXES,0.21,R1-9 HP,2,1910,DUPLEXES-TRIPLEXES,"2,550",214089171,9/30/14,"509,750",2,Good sale; verified; Multiple res. improvements
6406316013,28 E COLUMBIA ST,MONUMENT VALLEY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.09,R1-6 HP,1,1910,FRAME GOOD QUALITY,"1,126",214078920,8/29/14,"392,500",1,Good sale; verified
6406320008,1402 CULEBRA AVE,MONUMENT VALLEY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.43,R1-9 SS,1,2005,FRAME VERY GOOD QUALITY,"1,776",214090501,10/3/14,"642,000",1,Good sale; verified
6406403020,116 E ESPANOLA ST,MONUMENT VALLEY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.10,R1-6 HP,1,1899,FRAME GOOD QUALITY,"1,242",214070478,8/5/14,"449,000",1,Good sale; verified; Estate Sale
6406406015,408 E ESPANOLA ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.10,R1-6,1,1918,FRAME AVERAGE QUALITY,"1,209",214087153,9/24/14,"275,000",1,Good sale; verified
6406406017,414 E ESPANOLA ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,R1-6,1,1902,FRAME AVERAGE QUALITY,"1,110",214072830,8/12/14,"237,500",1,Good sale; verified
6406415021,314 E CARAMILLO ST,PATTY JEWETT,RESIDENTIAL,Residential,1115,DUPLEXES & TRIPLEXES,0.10,R2,1,1899,DUPLEXES-TRIPLEXES,723,214090377,10/3/14,"205,000",1,Good sale; verified
6406420018,420 E BUENA VENTURA ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.09,R2,1,1905,FRAME AVERAGE QUALITY,848,214092411,10/9/14,"277,000",1,Good sale; verified
6406421006,1533 N WEBER ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.13,R2,1,1904,FRAME GOOD QUALITY,979,214074452,8/18/14,"311,000",1,Good sale; verified
6406422040,1520 N WEBER ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.26,R2,1,1919,FRAME GOOD QUALITY,"1,116",214099298,10/29/14,"221,000",1,Good sale; verified
6406423013,1511 N TEJON ST,MONUMENT VALLEY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,R1-6 HP,1,1899,FRAME VERY GOOD QUALITY,"1,256",214091394,10/6/14,"730,000",1,Good sale; verified
6407105004,217 E COLUMBIA ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.10,R2,1,1895,FRAME AVERAGE QUALITY,"1,050",214076973,8/25/14,"305,000",1,Good sale; verified
6407105005,1343 N NEVADA AVE,PATTY JEWETT,RESIDENTIAL,Residential,1120,MULTI-UNITS (4-8),0.23,R5 HP,1,1890,5-8 UNITS,"2,253",214089668,10/1/14,"560,000",1,Good sale; verified
6407105006,1339 N NEVADA AVE,PATTY JEWETT,RESIDENTIAL,Residential,1115,DUPLEXES & TRIPLEXES,0.22,R5 HP,2,1890,DUPLEXES-TRIPLEXES,"1,550",214073100,8/13/14,"604,000",1,Good sale; verified
6407107020,1205 N TEJON ST,MONUMENT VALLEY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6 HP,1,1978,FRAME GOOD QUALITY,720,214074680,8/18/14,"350,000",1,Good sale; verified
6407108012,1210 N WEBER ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,R4,1,1890,FRAME AVERAGE QUALITY,"1,110",214078021,8/27/14,"383,500",1,Good sale; verified; Changes not yet assessed
6407109013,1219 N WEBER ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,R4,1,1895,FRAME AVERAGE QUALITY,"1,321",214072782,8/12/14,"429,000",1,Good sale; verified
6407110008,1224 N CORONA ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R2,1,1905,FRAME AVERAGE QUALITY,"1,385",214071053,8/7/14,"300,000",1,Good sale; verified
6407111032,614 E UINTAH ST,PATTY JEWETT,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,R2,1,1899,FRAME FAIR QUALITY,983,214089448,10/1/14,"189,900",1,Good sale; verified
